 Gene_name,PValue,logFC,,,,
224427_s_at,0.37813931,-0.11868032,,,,
226595_at,0.37816831,0.136069,,,,
210941_at,0.37817027,0.15476032,,,,
216978_x_at,0.3781789,0.04929634,,,,
208195_at,0.37819503,0.45665407,,,,
207529_at,0.37821413,-0.46135916,,,,
222156_x_at,0.37823953,0.17671645,,,,
238611_at,0.37825248,-0.05737805,,,,
244496_at,0.37825861,0.08113606,,,,
222834_s_at,0.37831879,0.24024741,,,,
206722_s_at,0.37832967,0.13356994,,,,
242170_at,0.37834849,0.05698098,,,,
1553644_at,0.37834869,-0.0739231,,,,
220984_s_at,0.37844979,-0.1401733,,,,
237198_at,0.37845259,0.09550224,,,,
208152_s_at,0.3784918,0.13501818,,,,
1564306_at,0.37849377,-0.04989686,,,,
213556_at,0.37850425,0.18875375,,,,
1569755_at,0.37854417,0.04216178,,,,
220840_s_at,0.37854533,0.2121447,,,,
214689_at,0.37855196,-0.06190144,,,,
226689_at,0.37856075,0.10465795,,,,
1569773_at,0.3785727,0.03512685,,,,
241982_at,0.37857292,-0.09945211,,,,
225455_at,0.37859198,0.14335359,,,,
1558561_at,0.37861802,-0.14329471,,,,
213854_at,0.37862589,0.11628114,,,,
238850_at,0.37864579,0.23727309,,,,
211989_at,0.37865408,0.11600669,,,,
237860_at,0.37868498,-0.18683303,,,,
225526_at,0.37872062,0.13801301,,,,
226609_at,0.37874484,-0.21477909,,,,
244760_at,0.37875355,-0.04337843,,,,
232744_x_at,0.37876274,0.14646446,,,,
225575_at,0.37877296,0.37188732,,,,
219489_s_at,0.37877656,0.31679223,,,,
219115_s_at,0.37880081,-0.50219982,,,,
228122_at,0.37884562,0.15848958,,,,
240912_x_at,0.37885634,-0.0746084,,,,
213342_at,0.37888994,0.1772639,,,,
219259_at,0.37890182,-0.13744955,,,,
230816_at,0.37895285,0.071773,,,,
239320_at,0.37900019,-0.07860353,,,,
212350_at,0.3790081,-0.15805785,,,,
203666_at,0.37901426,0.3474887,,,,
1552791_a_at,0.37902322,0.22799538,,,,
233402_at,0.37904083,-0.07546064,,,,
221879_at,0.37905342,-0.3985377,,,,
237622_at,0.37907998,0.17736145,,,,
239516_at,0.37909167,0.27907116,,,,
214073_at,0.37910936,0.26194833,,,,
214422_at,0.37912524,-0.0495766,,,,
205943_at,0.37913759,0.59830048,,,,
1555558_at,0.37913917,-0.03585165,,,,
237240_at,0.37914352,0.08534729,,,,
203908_at,0.37916657,-0.56983482,,,,
209535_s_at,0.37917217,0.24027247,,,,
1570169_at,0.37918437,-0.05393623,,,,
244348_at,0.37921959,-0.07360425,,,,
214791_at,0.3792566,-0.21580158,,,,
244120_at,0.37931757,-0.05624688,,,,
213405_at,0.37933405,-0.14082612,,,,
201399_s_at,0.37937894,-0.15925094,,,,
238019_at,0.37942783,0.06511506,,,,
226986_at,0.37942941,-0.12880032,,,,
214691_x_at,0.37943327,-0.16448934,,,,
241406_at,0.37945642,-0.06707165,,,,
224931_at,0.37945805,0.11429223,,,,
241820_at,0.37951369,-0.16975488,,,,
1555193_a_at,0.37951498,-0.15441729,,,,
240339_at,0.37953767,0.11011394,,,,
230595_at,0.37955769,0.19700935,,,,
1562432_at,0.37956925,0.06620458,,,,
233798_at,0.37957244,-0.05353351,,,,
235522_at,0.37963808,-0.10892217,,,,
230001_at,0.37965425,-0.09304569,,,,
203624_at,0.3796716,0.14395827,,,,
214452_at,0.3796819,-0.32544381,,,,
1566880_at,0.37970414,-0.10501279,,,,
200858_s_at,0.3797097,-0.06495912,,,,
211828_s_at,0.37971982,0.24620994,,,,
233135_at,0.37973241,-0.07067042,,,,
217493_x_at,0.37973681,-0.05722765,,,,
243865_x_at,0.37974069,0.07419109,,,,
224227_s_at,0.37975891,0.15858851,,,,
211783_s_at,0.37977068,0.17796638,,,,
218738_s_at,0.37977595,0.13484858,,,,
211223_at,0.37979567,-0.07313482,,,,
236417_at,0.37981201,0.12519001,,,,
211640_x_at,0.3798188,-0.19501341,,,,
214158_s_at,0.37985288,-0.08444616,,,,
229558_at,0.37988136,-0.11007996,,,,
1565877_at,0.37990231,0.04368603,,,,
210937_s_at,0.37990807,0.07728867,,,,
210462_at,0.37997878,0.09329599,,,,
208796_s_at,0.38001998,-0.16716101,,,,
243414_at,0.38003977,0.07040568,,,,
226192_at,0.38004636,0.49522618,,,,
1561318_at,0.38006453,-0.07673559,,,,
237316_at,0.38009567,0.06912765,,,,
1555454_at,0.38011362,-0.05652179,,,,
235500_at,0.38011643,-0.1217177,,,,
241000_at,0.38012617,-0.05530943,,,,
205032_at,0.38021841,-0.24290104,,,,
241859_at,0.38023398,0.13688738,,,,
238392_at,0.38025004,0.04986216,,,,
205111_s_at,0.3802504,-0.3371307,,,,
244192_x_at,0.38025758,-0.06364728,,,,
235647_at,0.38025779,0.15469602,,,,
221963_x_at,0.38026125,0.14296452,,,,
224156_x_at,0.38028214,0.39907122,,,,
224299_x_at,0.38028884,0.39086045,,,,
1556633_at,0.38033461,0.09736349,,,,
1561554_at,0.38034862,-0.04652074,,,,
200789_at,0.38035699,0.17009546,,,,
201061_s_at,0.38038075,0.22492944,,,,
210069_at,0.38039228,0.29188541,,,,
237369_at,0.38040097,0.10675456,,,,
215598_at,0.38041268,0.09196464,,,,
236642_at,0.38043513,-0.05520951,,,,
240769_at,0.38046026,0.08584947,,,,
215713_at,0.38046028,-0.04399159,,,,
209049_s_at,0.38050435,-0.16389764,,,,
213892_s_at,0.38051017,0.12473314,,,,
204931_at,0.38052573,-0.34931229,,,,
214183_s_at,0.38052573,-0.19417836,,,,
238095_at,0.38055674,-0.07812126,,,,
203594_at,0.3805587,-0.11787538,,,,
1554724_at,0.38057283,0.08575992,,,,
200688_at,0.38058267,-0.09715973,,,,
1555145_at,0.3806311,-0.06113099,,,,
211605_s_at,0.38064629,0.07771596,,,,
1553140_at,0.38066833,-0.07185966,,,,
212382_at,0.38071376,0.33075857,,,,
239167_at,0.38072577,0.15829361,,,,
1559213_at,0.38075052,-0.03352218,,,,
1564049_at,0.38077036,0.04857119,,,,
235811_at,0.38080898,0.11918616,,,,
232852_at,0.3808619,0.12226991,,,,
1555912_at,0.38090792,0.10658159,,,,
206033_s_at,0.38091649,0.56935799,,,,
211276_at,0.38097073,0.35945047,,,,
1560198_at,0.38098224,-0.05810553,,,,
244018_at,0.38099509,-0.08032672,,,,
200791_s_at,0.38099775,-0.17796242,,,,
229917_at,0.38099808,-0.06514798,,,,
1565685_at,0.38102774,0.03102799,,,,
1568794_at,0.38102833,-0.05234447,,,,
226269_at,0.38103421,0.30681538,,,,
228913_at,0.38103843,-0.16227802,,,,
1560744_at,0.38105551,0.0517381,,,,
217502_at,0.38106628,-0.19115976,,,,
205548_s_at,0.38107643,0.25207274,,,,
226928_x_at,0.38111318,-0.08018613,,,,
1562780_at,0.38112319,-0.0373797,,,,
203732_at,0.38114203,0.11641788,,,,
1556284_at,0.38114301,0.15445243,,,,
224457_at,0.38116579,-0.06840523,,,,
217638_at,0.38117965,-0.06102135,,,,
228611_s_at,0.38122473,0.11967904,,,,
229709_at,0.38123161,-0.0736164,,,,
1558888_x_at,0.38123267,-0.13116974,,,,
205871_at,0.38126881,0.74382452,,,,
209654_at,0.38132095,0.13134421,,,,
220197_at,0.38133094,0.24724831,,,,
209667_at,0.38133128,-0.30205562,,,,
229138_at,0.38135516,0.17040232,,,,
215320_at,0.38135622,0.05614405,,,,
203098_at,0.38144189,0.1736208,,,,
233679_at,0.38144879,-0.06997353,,,,
202415_s_at,0.38147655,-0.1316247,,,,
216693_x_at,0.38147779,0.26144783,,,,
240773_at,0.38150116,-0.06688396,,,,
224083_s_at,0.381533,-0.03307204,,,,
214128_at,0.38156282,-0.05767148,,,,
220259_at,0.38159871,0.08532509,,,,
202734_at,0.3816062,-0.13409794,,,,
207386_at,0.38161083,0.23456704,,,,
227587_at,0.38168628,0.12368547,,,,
1566701_at,0.38169385,0.06437182,,,,
203617_x_at,0.38171339,0.1019331,,,,
234750_at,0.38171448,-0.05318764,,,,
221779_at,0.38171578,0.17305207,,,,
214355_x_at,0.3817443,-0.15042144,,,,
226756_at,0.38175535,0.19500572,,,,
240602_at,0.38180259,0.05361196,,,,
206043_s_at,0.3818759,-0.39066169,,,,
202466_at,0.38188177,0.12044964,,,,
1566836_at,0.38190758,0.04792032,,,,
235551_at,0.38195656,0.07106056,,,,
213362_at,0.38195989,-0.30150838,,,,
239598_s_at,0.38196212,-0.18196084,,,,
236859_at,0.38197659,-0.23136751,,,,
1554528_at,0.3820302,-0.12773565,,,,
227315_x_at,0.38205097,-0.11960278,,,,
230754_at,0.38205154,-0.07084496,,,,
244865_at,0.38205327,0.10161422,,,,
205163_at,0.38206239,0.34019323,,,,
236882_at,0.38208337,0.15444268,,,,
1562020_s_at,0.38211498,-0.07610611,,,,
1558474_at,0.38212257,0.1039494,,,,
219320_at,0.38214799,0.12739718,,,,
224361_s_at,0.38215555,0.3485404,,,,
233197_at,0.38216501,-0.12104445,,,,
214479_at,0.38217199,-0.09117291,,,,
1560391_at,0.38219178,0.06635269,,,,
229225_at,0.38220165,-0.22373937,,,,
1555301_a_at,0.38220463,0.12638687,,,,
1555875_at,0.38221097,-0.13456459,,,,
212190_at,0.38224588,0.33235659,,,,
1561590_a_at,0.38227287,0.04670305,,,,
243124_at,0.38229613,-0.08178366,,,,
230589_at,0.38230646,-0.14894034,,,,
220188_at,0.38232289,0.07187617,,,,
239149_at,0.3823518,0.09255715,,,,
222038_s_at,0.3823612,-0.20725318,,,,
235035_at,0.38242848,0.12559438,,,,
1557195_at,0.38243249,0.0701691,,,,
1560080_at,0.38244235,-0.03923705,,,,
47530_at,0.38247793,0.09144908,,,,
205250_s_at,0.38249624,0.17189742,,,,
234782_at,0.38250002,0.07328561,,,,
204671_s_at,0.38251459,0.24430937,,,,
233325_at,0.38255422,-0.09371437,,,,
212835_at,0.38256188,0.11796034,,,,
206536_s_at,0.38257501,-0.18914665,,,,
215289_at,0.38258478,-0.13119669,,,,
244829_at,0.38259053,0.37342636,,,,
1560168_at,0.38264917,-0.03959064,,,,
226147_s_at,0.38266155,-0.79656344,,,,
206847_s_at,0.38267192,-0.2880326,,,,
207925_at,0.38267944,-0.14668882,,,,
1564463_at,0.38268221,-0.0594569,,,,
203685_at,0.38268276,0.37273357,,,,
210235_s_at,0.38271122,-0.15934876,,,,
230230_at,0.3827438,0.11593856,,,,
217841_s_at,0.3827957,0.11047703,,,,
204970_s_at,0.38280739,-0.10548548,,,,
200021_at,0.38282767,-0.09126664,,,,
216157_at,0.38283121,-0.06495987,,,,
229986_at,0.38283991,0.20431261,,,,
223495_at,0.38290244,0.31125788,,,,
205242_at,0.38290418,-0.64696811,,,,
218670_at,0.38294349,0.12043401,,,,
222389_s_at,0.38294499,0.08106975,,,,
244504_x_at,0.38298151,0.09353697,,,,
231752_at,0.38302239,-0.05346596,,,,
232294_at,0.38305142,0.07025895,,,,
1553417_at,0.38306121,-0.04845387,,,,
224680_at,0.38306576,-0.1043796,,,,
1561075_at,0.38312172,-0.05769851,,,,
204617_s_at,0.38312513,-0.14188918,,,,
225010_at,0.38313872,0.18773629,,,,
203553_s_at,0.38314221,0.15986799,,,,
237668_at,0.38316727,-0.03634053,,,,
219483_s_at,0.38318358,-0.14196994,,,,
1564459_at,0.38318997,-0.06423336,,,,
203774_at,0.38320954,0.12383477,,,,
218113_at,0.38324326,-0.19961676,,,,
1565694_at,0.38325861,-0.05419774,,,,
226092_at,0.38328273,-0.13307047,,,,
233833_at,0.38333774,-0.08403891,,,,
208202_s_at,0.38338336,-0.1365736,,,,
235270_at,0.38338784,-0.05883721,,,,
1563097_at,0.38340185,-0.04445282,,,,
235031_at,0.38343308,0.15557676,,,,
223348_x_at,0.38346576,-0.07947489,,,,
243475_at,0.38349234,-0.07190187,,,,
218951_s_at,0.38351121,-0.18826037,,,,
220049_s_at,0.38351462,-0.14465483,,,,
244198_at,0.3835331,0.08850686,,,,
239743_at,0.38358,-0.05644708,,,,
223231_at,0.38361189,0.16224703,,,,
230487_at,0.38361517,0.13361713,,,,
219073_s_at,0.38361542,-0.21611945,,,,
216362_at,0.3836599,-0.06435644,,,,
214709_s_at,0.38366287,0.11078379,,,,
1552743_at,0.38369491,-0.05290338,,,,
218401_s_at,0.38370396,0.14544197,,,,
1556924_at,0.3837446,-0.06587688,,,,
205502_at,0.383754,0.11665083,,,,
241583_x_at,0.3837552,0.04988081,,,,
210538_s_at,0.38376426,-0.3465742,,,,
1563033_x_at,0.3837976,-0.03866349,,,,
209064_x_at,0.38382283,0.21585375,,,,
1558847_at,0.38382985,-0.06202802,,,,
201325_s_at,0.38383369,-0.31511692,,,,
227369_at,0.38388871,0.12796958,,,,
1559432_at,0.38389855,0.07151163,,,,
228098_s_at,0.38390744,0.21984449,,,,
228307_at,0.38391699,0.16175937,,,,
237115_at,0.38394859,-0.08212443,,,,
1569648_at,0.38397184,0.12923751,,,,
205736_at,0.38401735,0.25201208,,,,
1562629_a_at,0.3840275,-0.12214578,,,,
214905_at,0.38404452,-0.06364541,,,,
243332_at,0.38405615,0.21228594,,,,
233334_x_at,0.38405806,-0.08265199,,,,
204731_at,0.38407842,0.41783682,,,,
213171_s_at,0.38408836,-0.13387451,,,,
226501_at,0.38409497,0.11276839,,,,
203934_at,0.38409519,0.19758438,,,,
239481_at,0.38413162,0.18172124,,,,
243868_at,0.38413448,-0.22278191,,,,
243098_at,0.38415535,-0.05726612,,,,
1561036_at,0.38416055,-0.07299815,,,,
220473_s_at,0.38417787,-0.07725107,,,,
226809_at,0.38420522,0.2948256,,,,
1556761_at,0.38420645,-0.07132854,,,,
243207_at,0.38422434,-0.05432705,,,,
216470_x_at,0.38423187,-0.43202681,,,,
1557116_at,0.38423557,-0.2148775,,,,
221744_at,0.38424933,0.13811488,,,,
235399_at,0.38426326,-0.05926412,,,,
241120_s_at,0.38427186,-0.04765493,,,,
220565_at,0.38428787,0.21896387,,,,
1555894_s_at,0.3842976,0.13564261,,,,
233976_at,0.38430406,0.12934258,,,,
1554631_at,0.38433352,-0.06532521,,,,
1559528_at,0.38435174,0.11584493,,,,
215652_at,0.3843612,-0.06280879,,,,
224745_x_at,0.38437815,-0.05787528,,,,
227132_at,0.38438678,-0.19506148,,,,
240091_at,0.38439544,-0.04927641,,,,
222418_s_at,0.38448511,0.18473526,,,,
240358_at,0.38449249,-0.0974983,,,,
242420_at,0.38450373,-0.06851325,,,,
53987_at,0.38450652,-0.09696258,,,,
211697_x_at,0.38453521,-0.06772842,,,,
231667_at,0.38453772,-0.25369561,,,,
232710_at,0.38455553,0.17194872,,,,
232527_at,0.38457029,-0.13939642,,,,
205549_at,0.38457583,-0.40731438,,,,
1561126_at,0.38459073,-0.06089171,,,,
208797_s_at,0.38460091,-0.18204099,,,,
238140_at,0.38460716,-0.06365117,,,,
213799_s_at,0.38462512,0.16268559,,,,
229427_at,0.38463391,0.28054906,,,,
207626_s_at,0.38465637,0.1956642,,,,
244196_at,0.38469927,-0.08628511,,,,
211220_s_at,0.38472356,0.18554684,,,,
215206_at,0.38472763,0.17819483,,,,
228365_at,0.38476399,0.33623135,,,,
205455_at,0.38477819,-0.26344058,,,,
237043_at,0.3847826,0.0793568,,,,
202113_s_at,0.38478685,-0.14173549,,,,
1556538_at,0.38479223,-0.074504,,,,
204035_at,0.38480816,-0.34339861,,,,
200851_s_at,0.38489142,-0.08877615,,,,
238504_at,0.38489718,0.16400903,,,,
1554793_at,0.38491963,0.04155215,,,,
215513_at,0.38492645,0.16896293,,,,
1556976_s_at,0.3849292,-0.04374503,,,,
209410_s_at,0.38493729,0.12821733,,,,
231567_s_at,0.38493791,-0.04970944,,,,
1560633_a_at,0.38494732,-0.04207369,,,,
224656_s_at,0.38495054,-0.09190313,,,,
210889_s_at,0.38496172,-0.29666005,,,,
244507_at,0.38496807,0.04305102,,,,
221495_s_at,0.38499423,-0.09895514,,,,
1569330_at,0.38501886,-0.08135988,,,,
232123_at,0.38503786,-0.07477119,,,,
212947_at,0.38507428,-0.12227786,,,,
1568640_at,0.38509175,-0.08877847,,,,
225675_at,0.38511791,0.11665443,,,,
237881_at,0.38515439,0.16810953,,,,
201996_s_at,0.38515888,-0.17214545,,,,
1555096_at,0.38519929,-0.05470356,,,,
241388_at,0.38521875,0.13709672,,,,
1556421_at,0.38521988,-0.32475606,,,,
222074_at,0.38522218,-0.05502552,,,,
225538_at,0.38528107,0.12422839,,,,
210405_x_at,0.38530161,-0.16273118,,,,
1561289_at,0.38532953,-0.04552531,,,,
237501_at,0.38535695,-0.05614907,,,,
234138_at,0.38535892,0.08618959,,,,
1559255_a_at,0.3853716,0.12688925,,,,
225683_x_at,0.38537603,-0.11128348,,,,
216276_s_at,0.38538149,0.04285967,,,,
1559884_at,0.38540427,-0.06636707,,,,
242274_x_at,0.38541779,0.13935634,,,,
243259_at,0.3854538,-0.09336603,,,,
243085_at,0.38545821,0.04625842,,,,
201955_at,0.38546215,0.1331991,,,,
222291_at,0.38546498,0.31625133,,,,
227672_at,0.38548286,-0.09616257,,,,
244321_at,0.38548595,0.17943777,,,,
212131_at,0.38551132,0.10653116,,,,
214564_s_at,0.38552034,-0.07706593,,,,
1557814_a_at,0.38555951,0.07667851,,,,
234707_x_at,0.38558569,-0.10374189,,,,
218650_at,0.38564003,0.11751294,,,,
206822_s_at,0.3856404,-0.09495843,,,,
232552_at,0.38568212,0.07128813,,,,
206039_at,0.38569201,-0.14317643,,,,
234000_s_at,0.38570097,0.14257817,,,,
222406_s_at,0.38574543,-0.14389975,,,,
210437_at,0.38578472,0.36216858,,,,
1554312_at,0.38579426,-0.06429487,,,,
244881_at,0.38583411,0.21055925,,,,
222211_x_at,0.38583966,-0.06143304,,,,
212451_at,0.38586082,0.18100293,,,,
212152_x_at,0.38587576,-0.10968593,,,,
239849_at,0.38588066,0.23796358,,,,
237159_x_at,0.38588604,0.23968189,,,,
203965_at,0.38590408,0.08984366,,,,
229819_at,0.38591872,0.5869806,,,,
235953_at,0.38594006,0.25523948,,,,
202031_s_at,0.38598881,0.09126578,,,,
211251_x_at,0.38601049,0.10867215,,,,
243381_at,0.38601056,0.06260342,,,,
230121_at,0.38602675,0.26734707,,,,
220477_s_at,0.38605494,-0.18582796,,,,
1558862_at,0.3860634,-0.03722301,,,,
243084_at,0.38608765,-0.10720792,,,,
233150_at,0.38619229,-0.04028697,,,,
222913_at,0.38620172,-0.07675646,,,,
208297_s_at,0.38626384,0.15164003,,,,
231722_at,0.38627187,0.146131,,,,
228697_at,0.38627774,0.17540789,,,,
226118_at,0.38630584,0.16045502,,,,
205340_at,0.38631856,-0.13966613,,,,
231189_at,0.38636287,-0.0772591,,,,
213834_at,0.38637215,-0.07143068,,,,
211959_at,0.38637239,0.32637093,,,,
237247_at,0.38640277,0.22348209,,,,
235123_at,0.38640927,0.23633234,,,,
220781_at,0.38641772,-0.04827246,,,,
219894_at,0.38642123,0.16242749,,,,
241472_at,0.38642431,0.17542169,,,,
239250_at,0.38643912,0.28639872,,,,
213687_s_at,0.38644582,0.09244771,,,,
216885_s_at,0.38645658,0.10830005,,,,
235958_at,0.3864887,-0.08953429,,,,
202165_at,0.38650035,0.16104634,,,,
238920_at,0.38651478,-0.14636142,,,,
207607_at,0.38651725,-0.29789332,,,,
1565346_a_at,0.38653442,-0.0482738,,,,
1556609_at,0.38658253,-0.03855725,,,,
204342_at,0.38661636,-0.14543648,,,,
1563252_at,0.38662104,-0.05817114,,,,
238584_at,0.3866426,0.35453024,,,,
206065_s_at,0.38665211,0.70608202,,,,
215226_at,0.38666556,-0.04034681,,,,
212564_at,0.38667039,0.10587562,,,,
1562392_at,0.38672702,-0.06199234,,,,
217233_at,0.38673576,-0.0687586,,,,
243939_at,0.38674065,-0.0595637,,,,
239133_at,0.38675217,0.1416282,,,,
201793_x_at,0.38676629,-0.10675425,,,,
1554037_a_at,0.38680262,-0.12617737,,,,
211552_s_at,0.38682689,0.2948966,,,,
1568915_at,0.38684039,-0.06650769,,,,
217102_at,0.38684337,-0.05647631,,,,
233779_x_at,0.386857,-0.05431323,,,,
201692_at,0.38686881,-0.17949351,,,,
228815_s_at,0.38686927,0.07974867,,,,
226964_at,0.38687232,0.14891085,,,,
222737_s_at,0.38687921,0.12177269,,,,
240287_at,0.38688538,-0.08288342,,,,
219960_s_at,0.38690915,0.1207357,,,,
235155_at,0.38692524,0.24210578,,,,
219206_x_at,0.38695128,0.12986513,,,,
214089_at,0.38696227,-0.05741493,,,,
237996_at,0.38697204,0.06228211,,,,
230410_at,0.38698331,0.07409443,,,,
232159_at,0.38701275,0.05545267,,,,
217831_s_at,0.38701934,0.10476362,,,,
233906_at,0.38703644,-0.03397051,,,,
216715_at,0.38704166,0.07155041,,,,
244475_at,0.38704304,-0.10429822,,,,
239691_at,0.38705089,-0.04585541,,,,
213962_s_at,0.38705283,-0.10162087,,,,
221498_at,0.38709088,0.10609111,,,,
235147_at,0.38709166,-0.48995257,,,,
240241_at,0.38709364,0.06468472,,,,
206794_at,0.38712178,0.20906137,,,,
1556123_a_at,0.38716457,0.1802989,,,,
224845_s_at,0.38717891,-0.09677826,,,,
208704_x_at,0.38729015,-0.1544152,,,,
1560639_at,0.38731098,-0.05017651,,,,
1559689_a_at,0.38731112,0.03895111,,,,
1556491_at,0.38733609,0.04641239,,,,
234822_at,0.3873523,-0.05730894,,,,
1556894_at,0.38737692,0.06771158,,,,
243784_s_at,0.38737749,-0.05188728,,,,
229855_at,0.38737913,-0.10891148,,,,
221146_at,0.38738299,-0.04360423,,,,
1557788_a_at,0.38738886,-0.09572819,,,,
203072_at,0.38740058,-0.15701119,,,,
224352_s_at,0.38741117,0.25922186,,,,
236962_at,0.38741446,0.10623917,,,,
207234_at,0.38744351,0.08069885,,,,
220107_s_at,0.38744476,0.11612011,,,,
239958_at,0.38745389,-0.05283394,,,,
AFFX-hum_alu_at,0.38747924,0.04888904,,,,
1555499_a_at,0.38749432,-0.07222917,,,,
242473_at,0.38749457,0.13187018,,,,
238088_at,0.3875086,-0.05174087,,,,
221598_s_at,0.38753064,0.13378677,,,,
211259_s_at,0.38753215,0.14040955,,,,
235681_at,0.38753495,0.28890992,,,,
229744_at,0.38755484,-0.21999131,,,,
228268_at,0.38756196,-0.31396777,,,,
210716_s_at,0.38758576,0.16357399,,,,
222133_s_at,0.38761341,0.14865486,,,,
203427_at,0.38762467,0.16233461,,,,
1555952_at,0.38763496,-0.10495883,,,,
1564144_at,0.38764923,-0.04149948,,,,
206486_at,0.38765036,-0.12018872,,,,
210450_at,0.38765175,-0.05082325,,,,
234904_x_at,0.38766877,-0.05067725,,,,
230239_at,0.38767627,0.08088717,,,,
229891_x_at,0.38768509,-0.19080885,,,,
1570336_at,0.38770465,-0.11090059,,,,
205894_at,0.38775796,-0.46955134,,,,
220266_s_at,0.38777528,-0.3577671,,,,
200669_s_at,0.38778181,-0.08983432,,,,
233614_at,0.38780965,0.0663538,,,,
214152_at,0.38782283,0.14739382,,,,
232541_at,0.38783228,0.3375898,,,,
202500_at,0.38786258,0.12862772,,,,
1564672_at,0.38786949,-0.03787203,,,,
1553872_at,0.38789395,-0.05558662,,,,
242227_at,0.38796258,-0.04965414,,,,
220097_s_at,0.38799308,0.09476894,,,,
234509_at,0.38801817,-0.04794567,,,,
1561169_at,0.38803356,-0.04363876,,,,
1561454_at,0.38804144,-0.05866209,,,,
177_at,0.3880735,0.16493298,,,,
205438_at,0.38810047,-0.10091119,,,,
1558208_at,0.38810559,-0.07944719,,,,
203901_at,0.38811353,-0.05808426,,,,
240290_at,0.38815185,-0.04917987,,,,
220891_at,0.38815907,0.06960638,,,,
234899_at,0.38816151,0.05090979,,,,
232122_s_at,0.38816802,-0.30617337,,,,
210477_x_at,0.38824199,-0.13010366,,,,
201890_at,0.38829853,-0.2506468,,,,
239818_x_at,0.38831626,-0.20233505,,,,
240117_at,0.38831627,0.12343837,,,,
231499_s_at,0.38833193,0.04448933,,,,
240625_at,0.38833442,0.10850021,,,,
242814_at,0.3883589,0.16646525,,,,
224696_s_at,0.38838082,0.10899862,,,,
215003_at,0.38838773,-0.07445376,,,,
1569380_a_at,0.38843941,-0.05854354,,,,
234764_x_at,0.38844861,-0.48073639,,,,
238984_at,0.38845204,-0.2348736,,,,
221159_at,0.38848353,0.46697999,,,,
207302_at,0.3884863,0.32897362,,,,
244511_at,0.38849383,-0.10540692,,,,
243719_at,0.38856719,0.06622376,,,,
1564169_at,0.3885692,0.04552214,,,,
216835_s_at,0.38858168,-0.12187856,,,,
